cust_id;pref;score
725;preferenceItemOne;12.2
726;preferenceItemOneTwoThree;73.33
726;preferenceItemOne;40
727;preferenceItemOneTwoThree;64.71
727;preferenceItemOne;23.53
728;preferenceItemOneTwoThree;53.57
728;preferenceItemOne;25
729;preferenceItemOneTwoThree;35.48
729;preferenceItemOne;29.03
730;preferenceItemOneTwoThree;37.04
730;preferenceItemOne;22.22
731;preferenceItemOneTwoThree;65.22
731;preferenceItemOne;30.43
732;preferenceItemOneTwoThree;50
732;preferenceItemOne;39.29
733;preferenceItemOneTwoThree;35
733;preferenceItemOne;7
734;preferenceItemOneTwoThree;68.97
734;preferenceItemOne;37.93
735;preferenceItemOneTwoThree;40.62
735;preferenceItemOne;18.75
736;preferenceItemOneTwoThree;30.36
736;preferenceItemOne;12.5
737;preferenceItemOneTwoThree;55.56
737;preferenceItemOne;18.52
738;preferenceItemOneTwoThree;47.06
738;preferenceItemOne;13.73
739;preferenceItemOneTwoThree;29.31
739;preferenceItemOne;6.9
740;preferenceItemOneTwoThree;31.73
740;preferenceItemOne;10.58
741;preferenceItemOneTwoThree;57.14
741;preferenceItemOne;28.57
742;preferenceItemOneTwoThree;40
742;preferenceItemOne;15
743;preferenceItemOneTwoThree;35.71
743;preferenceItemOne;12.86
744;preferenceItemOneTwoThree;48.44
744;preferenceItemOne;15.62
745;preferenceItemOneTwoThree;48
745;preferenceItemOne;17.33
746;preferenceItemOneTwoThree;53.19
746;preferenceItemOne;13.83
747;preferenceItemOneTwoThree;34.09
747;preferenceItemOne;10.23
748;preferenceItemOneTwoThree;58.18
748;preferenceItemOne;21.82
749;preferenceItemOneTwoThree;47.17
749;preferenceItemOne;22.64
750;preferenceItemOneTwoThree;48.84
750;preferenceItemOne;32.56
751;preferenceItemOneTwoThree;46.67
751;preferenceItemOne;20
752;preferenceItemOneTwoThree;32.18
752;preferenceItemOne;14.94
753;preferenceItemOneTwoThree;28
753;preferenceItemOne;4
754;preferenceItemOneTwoThree;38
754;preferenceItemOne;10
755;preferenceItemOneTwoThree;28.95
755;preferenceItemOne;9.21
756;preferenceItemOneTwoThree;47.62
756;preferenceItemOne;19.05
757;preferenceItemOneTwoThree;33.33
757;preferenceItemOne;14.29
758;preferenceItemOneTwoThree;34.62
758;preferenceItemOne;9.62
759;preferenceItemOneTwoThree;63.16
759;preferenceItemOne;21.05
760;preferenceItemOneTwoThree;45.9
760;preferenceItemOne;11.48
761;preferenceItemOneTwoThree;50
761;preferenceItemOne;15.79
762;preferenceItemOneTwoThree;51.52
762;preferenceItemOne;21.21
763;preferenceItemOneTwoThree;32.43
763;preferenceItemOne;10.81
764;preferenceItemOneTwoThree;23.38
764;preferenceItemOne;6.49
765;preferenceItemOneTwoThree;27.27
765;preferenceItemOne;10.91
766;preferenceItemOneTwoThree;26.39
766;preferenceItemOne;5.56
767;preferenceItemOneTwoThree;28.26
767;preferenceItemOne;4.35
768;preferenceItemOneTwoThree;38.71
768;preferenceItemOne;6.45
769;preferenceItemOneTwoThree;55.32
769;preferenceItemOne;19.15
770;preferenceItemOneTwoThree;33.33
770;preferenceItemOne;15.15
771;preferenceItemOneTwoThree;28.89
771;preferenceItemOne;7.78
772;preferenceItemOneTwoThree;42.86
772;preferenceItemOne;16.33
773;preferenceItemOneTwoThree;30.09
773;preferenceItemOne;12.39
774;preferenceItemOneTwoThree;41.67
774;preferenceItemOne;27.78
775;preferenceItemOneTwoThree;27.94
775;preferenceItemOne;7.35
776;preferenceItemOneTwoThree;42.55
776;preferenceItemOne;21.28
777;preferenceItemOneTwoThree;36.94
777;preferenceItemOne;12.61
778;preferenceItemOneTwoThree;45.12
778;preferenceItemOne;13.41
779;preferenceItemOneTwoThree;46.03
779;preferenceItemOne;12.7
780;preferenceItemOneTwoThree;35.09
780;preferenceItemOne;21.05
781;preferenceItemOneTwoThree;41.82
781;preferenceItemOne;16.36
782;preferenceItemOneTwoThree;53.03
782;preferenceItemOne;28.79
783;preferenceItemOneTwoThree;78.38
783;preferenceItemOne;43.24
784;preferenceItemOneTwoThree;56.82
784;preferenceItemOne;25
785;preferenceItemOneTwoThree;45.83
785;preferenceItemOne;14.58
786;preferenceItemOneTwoThree;43.75
786;preferenceItemOne;26.25
787;preferenceItemOneTwoThree;40.58
787;preferenceItemOne;15.94
788;preferenceItemOneTwoThree;34.62
788;preferenceItemOne;11.54
789;preferenceItemOneTwoThree;53.57
789;preferenceItemOne;16.07
790;preferenceItemOneTwoThree;34.29
790;preferenceItemOne;14.29
791;preferenceItemOneTwoThree;20.31
791;preferenceItemOne;10.94
792;preferenceItemOneTwoThree;37.04
792;preferenceItemOne;11.11
793;preferenceItemOneTwoThree;23.81
793;preferenceItemOne;10.71
794;preferenceItemOneTwoThree;45.31
794;preferenceItemOne;12.5
795;preferenceItemOneTwoThree;51.28
795;preferenceItemOne;30.77
796;preferenceItemOneTwoThree;30.77
796;preferenceItemOne;7.69
797;preferenceItemOneTwoThree;60
797;preferenceItemOne;40
798;preferenceItemOneTwoThree;38.98
798;preferenceItemOne;13.56
799;preferenceItemOneTwoThree;95
799;preferenceItemOne;55
800;preferenceItemOneTwoThree;38.46
800;preferenceItemOne;11.54
801;preferenceItemOneTwoThree;32
801;preferenceItemOne;16
802;preferenceItemOneTwoThree;55.56
802;preferenceItemOne;55.56
803;preferenceItemOneTwoThree;41.18
803;preferenceItemOne;17.65
804;preferenceItemOneTwoThree;24.39
804;preferenceItemOne;7.32
805;preferenceItemOneTwoThree;35
805;preferenceItemOne;5
806;preferenceItemOneTwoThree;38.1
806;preferenceItemOne;28.57
807;preferenceItemOneTwoThree;50
807;preferenceItemOne;25
808;preferenceItemOneTwoThree;14.29
808;preferenceItemOne;6.12
809;preferenceItemOneTwoThree;35.29
809;preferenceItemOne;17.65
810;preferenceItemOneTwoThree;31.58
810;preferenceItemOne;10.53
811;preferenceItemOneTwoThree;39.13
811;preferenceItemOne;17.39
812;preferenceItemOneTwoThree;37.78
812;preferenceItemOne;17.78
813;preferenceItemOneTwoThree;43.75
813;preferenceItemOne;12.5
814;preferenceItemOneTwoThree;58.82
814;preferenceItemOne;20.59
815;preferenceItemOneTwoThree;41.67
815;preferenceItemOne;18.33
816;preferenceItemOneTwoThree;25
816;preferenceItemOne;8.82
817;preferenceItemOneTwoThree;39.13
817;preferenceItemOne;13.04
818;preferenceItemOneTwoThree;46.3
818;preferenceItemOne;20.37
819;preferenceItemOneTwoThree;37.84
819;preferenceItemOne;10.81
820;preferenceItemOneTwoThree;33.33
820;preferenceItemOne;15.79
821;preferenceItemOneTwoThree;34.29
821;preferenceItemOne;22.86
822;preferenceItemOneTwoThree;43.14
822;preferenceItemOne;11.76
823;preferenceItemOneTwoThree;33.9
823;preferenceItemOne;11.86
824;preferenceItemOneTwoThree;80
824;preferenceItemOne;50
825;preferenceItemOneTwoThree;44.44
825;preferenceItemOne;11.11
826;preferenceItemOneTwoThree;31.58
826;preferenceItemOne;5.26
827;preferenceItemOneTwoThree;55.56
827;preferenceItemOne;27.78
828;preferenceItemOneTwoThree;25.93
828;preferenceItemOne;7.41
829;preferenceItemOneTwoThree;18.18
829;preferenceItemOne;9.09
830;preferenceItemOneTwoThree;63.64
830;preferenceItemOne;54.55
831;preferenceItemOneTwoThree;58.82
831;preferenceItemOne;17.65
832;preferenceItemOneTwoThree;53.33
832;preferenceItemOne;33.33
833;preferenceItemOneTwoThree;36.84
833;preferenceItemOne;31.58
834;preferenceItemOneTwoThree;26.09
834;preferenceItemOne;8.7
835;preferenceItemOneTwoThree;45.45
835;preferenceItemOne;25.45
836;preferenceItemOneTwoThree;37.14
836;preferenceItemOne;11.43
837;preferenceItemOneTwoThree;51.22
837;preferenceItemOne;36.59
838;preferenceItemOneTwoThree;31.67
838;preferenceItemOne;16.67
839;preferenceItemOneTwoThree;22.78
839;preferenceItemOne;7.59
840;preferenceItemOneTwoThree;22.5
840;preferenceItemOne;6.25
841;preferenceItemOneTwoThree;28.17
841;preferenceItemOne;7.04
842;preferenceItemOneTwoThree;38.78
842;preferenceItemOne;12.24
843;preferenceItemOneTwoThree;38.46
843;preferenceItemOne;9.23
844;preferenceItemOneTwoThree;40.54
844;preferenceItemOne;13.51
845;preferenceItemOneTwoThree;45.45
845;preferenceItemOne;31.82
846;preferenceItemOneTwoThree;11.11
846;preferenceItemOne;3.17
847;preferenceItemOneTwoThree;25.81
847;preferenceItemOne;16.13
848;preferenceItemOneTwoThree;15.38
848;preferenceItemOne;10.26
849;preferenceItemOneTwoThree;25.53
849;preferenceItemOne;6.38
850;preferenceItemOneTwoThree;30.77
850;preferenceItemOne;11.54
851;preferenceItemOneTwoThree;31.25
851;preferenceItemOne;6.25
852;preferenceItemOneTwoThree;29.51
852;preferenceItemOne;11.48
853;preferenceItemOneTwoThree;43.75
853;preferenceItemOne;16.67
854;preferenceItemOneTwoThree;45.45
854;preferenceItemOne;15.15
855;preferenceItemOneTwoThree;26.51
855;preferenceItemOne;16.87
856;preferenceItemOneTwoThree;46.51
856;preferenceItemOne;25.58
857;preferenceItemOneTwoThree;25.35
857;preferenceItemOne;11.27
858;preferenceItemOneTwoThree;68
858;preferenceItemOne;60
859;preferenceItemOneTwoThree;50.85
859;preferenceItemOne;20.34
860;preferenceItemOneTwoThree;64.71
860;preferenceItemOne;0
861;preferenceItemOneTwoThree;45
861;preferenceItemOne;10
862;preferenceItemOneTwoThree;34.62
862;preferenceItemOne;11.54
863;preferenceItemOneTwoThree;31.82
863;preferenceItemOne;9.09
864;preferenceItemOneTwoThree;30.77
864;preferenceItemOne;6.15
865;preferenceItemOneTwoThree;31.43
865;preferenceItemOne;20
866;preferenceItemOneTwoThree;34.62
866;preferenceItemOne;3.85
867;preferenceItemOneTwoThree;54.05
867;preferenceItemOne;27.03
868;preferenceItemOneTwoThree;38.3
868;preferenceItemOne;21.28
869;preferenceItemOneTwoThree;34.78
869;preferenceItemOne;7.61
870;preferenceItemOneTwoThree;51.95
870;preferenceItemOne;23.38
871;preferenceItemOneTwoThree;37.5
871;preferenceItemOne;12.5
872;preferenceItemOneTwoThree;39.53
872;preferenceItemOne;25.58
873;preferenceItemOneTwoThree;35.63
873;preferenceItemOne;10.34
874;preferenceItemOneTwoThree;56.25
874;preferenceItemOne;28.75
875;preferenceItemOneTwoThree;35.79
875;preferenceItemOne;15.79
876;preferenceItemOneTwoThree;59.7
876;preferenceItemOne;34.33
877;preferenceItemOneTwoThree;42.66
877;preferenceItemOne;11.19
878;preferenceItemOneTwoThree;43.15
878;preferenceItemOne;16.44
879;preferenceItemOneTwoThree;29.8
879;preferenceItemOne;15.23
880;preferenceItemOneTwoThree;44.44
880;preferenceItemOne;22.22
881;preferenceItemOneTwoThree;67.74
881;preferenceItemOne;33.87
882;preferenceItemOneTwoThree;35.48
882;preferenceItemOne;20.97
883;preferenceItemOneTwoThree;60
883;preferenceItemOne;30
884;preferenceItemOneTwoThree;44.44
884;preferenceItemOne;0
885;preferenceItemOneTwoThree;42.86
885;preferenceItemOne;21.43
886;preferenceItemOneTwoThree;66.67
886;preferenceItemOne;33.33
887;preferenceItemOneTwoThree;33.33
887;preferenceItemOne;33.33
888;preferenceItemOneTwoThree;33.33
888;preferenceItemOne;16.67
889;preferenceItemOneTwoThree;33.33
889;preferenceItemOne;13.33
890;preferenceItemOneTwoThree;62.5
890;preferenceItemOne;12.5
891;preferenceItemOneTwoThree;62.5
891;preferenceItemOne;37.5
892;preferenceItemOneTwoThree;36.07
892;preferenceItemOne;14.75
893;preferenceItemOneTwoThree;56.52
893;preferenceItemOne;47.83
894;preferenceItemOneTwoThree;46.02
894;preferenceItemOne;9.73
895;preferenceItemOneTwoThree;34.78
895;preferenceItemOne;13.04
896;preferenceItemOneTwoThree;40.28
896;preferenceItemOne;16.67
897;preferenceItemOneTwoThree;32.84
897;preferenceItemOne;11.94
898;preferenceItemOneTwoThree;25
898;preferenceItemOne;7
899;preferenceItemOneTwoThree;39.02
899;preferenceItemOne;21.95
900;preferenceItemOneTwoThree;27.55
900;preferenceItemOne;12.24
901;preferenceItemOneTwoThree;48.84
901;preferenceItemOne;9.3
902;preferenceItemOneTwoThree;29.35
902;preferenceItemOne;7.61
903;preferenceItemOneTwoThree;10.39
903;preferenceItemOne;2.6
904;preferenceItemOneTwoThree;33.33
904;preferenceItemOne;14.29
905;preferenceItemOneTwoThree;35.29
905;preferenceItemOne;13.73
906;preferenceItemOneTwoThree;66.67
906;preferenceItemOne;37.5
907;preferenceItemOneTwoThree;39.53
907;preferenceItemOne;13.95
908;preferenceItemOneTwoThree;30.77
908;preferenceItemOne;7.69
909;preferenceItemOneTwoThree;40.74
909;preferenceItemOne;16.67
910;preferenceItemOneTwoThree;39.13
910;preferenceItemOne;13.04
911;preferenceItemOneTwoThree;32
911;preferenceItemOne;16
912;preferenceItemOneTwoThree;29.85
912;preferenceItemOne;11.94
913;preferenceItemOneTwoThree;28.36
913;preferenceItemOne;13.43
914;preferenceItemOneTwoThree;30
914;preferenceItemOne;11
915;preferenceItemOneTwoThree;47.27
915;preferenceItemOne;14.55
916;preferenceItemOneTwoThree;64.86
916;preferenceItemOne;31.08
917;preferenceItemOneTwoThree;38.67
917;preferenceItemOne;17.33
918;preferenceItemOneTwoThree;37.5
918;preferenceItemOne;12.5
919;preferenceItemOneTwoThree;39.53
919;preferenceItemOne;25.58
920;preferenceItemOneTwoThree;42.31
920;preferenceItemOne;26.92
921;preferenceItemOneTwoThree;41.27
921;preferenceItemOne;14.29
922;preferenceItemOneTwoThree;55.88
922;preferenceItemOne;23.53
923;preferenceItemOneTwoThree;36.62
923;preferenceItemOne;12.68
924;preferenceItemOneTwoThree;62.5
924;preferenceItemOne;29.17
925;preferenceItemOneTwoThree;46.67
925;preferenceItemOne;36.67
926;preferenceItemOneTwoThree;28.36
926;preferenceItemOne;13.43
927;preferenceItemOneTwoThree;42.22
927;preferenceItemOne;13.33
928;preferenceItemOneTwoThree;38.78
928;preferenceItemOne;12.24
929;preferenceItemOneTwoThree;64.71
929;preferenceItemOne;29.41
930;preferenceItemOneTwoThree;50
930;preferenceItemOne;36.36
931;preferenceItemOneTwoThree;31.25
931;preferenceItemOne;6.25
932;preferenceItemOneTwoThree;43.75
932;preferenceItemOne;25
933;preferenceItemOneTwoThree;32.35
933;preferenceItemOne;8.82
934;preferenceItemOneTwoThree;46.15
934;preferenceItemOne;23.08
935;preferenceItemOneTwoThree;38.24
935;preferenceItemOne;17.65
936;preferenceItemOneTwoThree;18.33
936;preferenceItemOne;5
937;preferenceItemOneTwoThree;41.46
937;preferenceItemOne;26.83
938;preferenceItemOneTwoThree;35.48
938;preferenceItemOne;14.52
939;preferenceItemOneTwoThree;35.29
939;preferenceItemOne;9.41
940;preferenceItemOneTwoThree;52.17
940;preferenceItemOne;30.43
941;preferenceItemOneTwoThree;30.14
941;preferenceItemOne;8.22
942;preferenceItemOneTwoThree;43.1
942;preferenceItemOne;27.59
943;preferenceItemOneTwoThree;26.53
943;preferenceItemOne;16.33
944;preferenceItemOneTwoThree;47.06
944;preferenceItemOne;20.59
945;preferenceItemOneTwoThree;54.41
945;preferenceItemOne;30.88
946;preferenceItemOneTwoThree;46.51
946;preferenceItemOne;16.28
947;preferenceItemOneTwoThree;52.38
947;preferenceItemOne;23.81
948;preferenceItemOneTwoThree;31.11
948;preferenceItemOne;6.67
949;preferenceItemOneTwoThree;50
949;preferenceItemOne;25
950;preferenceItemOneTwoThree;40.35
950;preferenceItemOne;15.79
951;preferenceItemOneTwoThree;54.24
951;preferenceItemOne;28.81
952;preferenceItemOneTwoThree;51.06
952;preferenceItemOne;19.15
953;preferenceItemOneTwoThree;29.63
953;preferenceItemOne;18.52
954;preferenceItemOneTwoThree;40
954;preferenceItemOne;28
955;preferenceItemOneTwoThree;20.37
955;preferenceItemOne;5.56
956;preferenceItemOneTwoThree;83.33
956;preferenceItemOne;25
957;preferenceItemOneTwoThree;37.93
957;preferenceItemOne;17.24
958;preferenceItemOneTwoThree;51.85
958;preferenceItemOne;11.11
959;preferenceItemOneTwoThree;60
959;preferenceItemOne;40
960;preferenceItemOneTwoThree;22.73
960;preferenceItemOne;18.18
961;preferenceItemOneTwoThree;50
961;preferenceItemOne;15
962;preferenceItemOneTwoThree;60
962;preferenceItemOne;13.33
963;preferenceItemOneTwoThree;30
963;preferenceItemOne;20
964;preferenceItemOneTwoThree;41.38
964;preferenceItemOne;10.34
965;preferenceItemOneTwoThree;42.86
965;preferenceItemOne;21.43
966;preferenceItemOneTwoThree;62.5
966;preferenceItemOne;37.5
967;preferenceItemOneTwoThree;62.5
967;preferenceItemOne;0
968;preferenceItemOneTwoThree;53.33
968;preferenceItemOne;33.33
969;preferenceItemOneTwoThree;28
969;preferenceItemOne;4
970;preferenceItemOneTwoThree;25
970;preferenceItemOne;12.5
971;preferenceItemOneTwoThree;44.44
971;preferenceItemOne;44.44
972;preferenceItemOneTwoThree;45.45
972;preferenceItemOne;9.09
973;preferenceItemOneTwoThree;20
973;preferenceItemOne;0
974;preferenceItemOneTwoThree;48.84
974;preferenceItemOne;16.28
975;preferenceItemOneTwoThree;35.21
975;preferenceItemOne;8.45
976;preferenceItemOneTwoThree;48.39
976;preferenceItemOne;22.58
977;preferenceItemOneTwoThree;42.86
977;preferenceItemOne;28.57
978;preferenceItemOneTwoThree;81.25
978;preferenceItemOne;43.75
979;preferenceItemOneTwoThree;37.21
979;preferenceItemOne;13.95
980;preferenceItemOneTwoThree;46.15
980;preferenceItemOne;17.95
981;preferenceItemOneTwoThree;50
981;preferenceItemOne;13.33
982;preferenceItemOneTwoThree;66.67
982;preferenceItemOne;20
983;preferenceItemOneTwoThree;11.11
983;preferenceItemOne;0
984;preferenceItemOneTwoThree;48.15
984;preferenceItemOne;29.63
985;preferenceItemOneTwoThree;79.17
985;preferenceItemOne;41.67
986;preferenceItemOneTwoThree;62.5
986;preferenceItemOne;56.25
987;preferenceItemOneTwoThree;55.88
987;preferenceItemOne;32.35
988;preferenceItemOneTwoThree;37.5
988;preferenceItemOne;8.33
989;preferenceItemOneTwoThree;75.76
989;preferenceItemOne;30.3
990;preferenceItemOneTwoThree;40.54
990;preferenceItemOne;16.22
991;preferenceItemOneTwoThree;43.48
991;preferenceItemOne;4.35
992;preferenceItemOneTwoThree;17.91
992;preferenceItemOne;2.99
993;preferenceItemOneTwoThree;29.41
993;preferenceItemOne;5.88
994;preferenceItemOneTwoThree;23.86
994;preferenceItemOne;5.68
995;preferenceItemOneTwoThree;28.33
995;preferenceItemOne;6.67
996;preferenceItemOneTwoThree;17.19
996;preferenceItemOne;6.25
997;preferenceItemOneTwoThree;22.22
997;preferenceItemOne;7.41
998;preferenceItemOneTwoThree;29.31
998;preferenceItemOne;10.34
999;preferenceItemOneTwoThree;55.56
999;preferenceItemOne;19.44
1000;preferenceItemOneTwoThree;57.14
1000;preferenceItemOne;22.86
1001;preferenceItemOneTwoThree;41.03
1001;preferenceItemOne;5.13
1002;preferenceItemOneTwoThree;68.85
1002;preferenceItemOne;39.34
1003;preferenceItemOneTwoThree;45.83
1003;preferenceItemOne;16.67
1004;preferenceItemOneTwoThree;46.15
1004;preferenceItemOne;26.92
1005;preferenceItemOneTwoThree;45.83
1005;preferenceItemOne;16.67
1006;preferenceItemOneTwoThree;36.36
1006;preferenceItemOne;3.64
1007;preferenceItemOneTwoThree;35.59
1007;preferenceItemOne;11.86
1008;preferenceItemOneTwoThree;83.33
1008;preferenceItemOne;25
1009;preferenceItemOneTwoThree;60
1009;preferenceItemOne;35
1010;preferenceItemOneTwoThree;48
1010;preferenceItemOne;36
1011;preferenceItemOneTwoThree;42.86
1011;preferenceItemOne;7.14
1012;preferenceItemOneTwoThree;38.98
1012;preferenceItemOne;25.42
1013;preferenceItemOneTwoThree;34.62
1013;preferenceItemOne;11.54
1014;preferenceItemOneTwoThree;25.53
1014;preferenceItemOne;2.13
1015;preferenceItemOneTwoThree;22.22
1015;preferenceItemOne;5.56
1016;preferenceItemOneTwoThree;37.5
1016;preferenceItemOne;12.5
1017;preferenceItemOneTwoThree;33.33
1017;preferenceItemOne;26.67
1018;preferenceItemOneTwoThree;21.88
1018;preferenceItemOne;9.38
1019;preferenceItemOneTwoThree;35.71
1019;preferenceItemOne;16.67
1020;preferenceItemOneTwoThree;38.46
1020;preferenceItemOne;19.23
1021;preferenceItemOneTwoThree;63.16
1021;preferenceItemOne;26.32
1022;preferenceItemOneTwoThree;52.17
1022;preferenceItemOne;30.43
1023;preferenceItemOneTwoThree;47.37
1023;preferenceItemOne;31.58
1024;preferenceItemOneTwoThree;72.73
1024;preferenceItemOne;50
1025;preferenceItemOneTwoThree;40
1025;preferenceItemOne;23.33
1026;preferenceItemOneTwoThree;48.48
1026;preferenceItemOne;21.21
1027;preferenceItemOneTwoThree;58
1027;preferenceItemOne;28
1028;preferenceItemOneTwoThree;49.4
1028;preferenceItemOne;13.25
1029;preferenceItemOneTwoThree;51.72
1029;preferenceItemOne;15.52
1030;preferenceItemOneTwoThree;33.06
1030;preferenceItemOne;8.06
1031;preferenceItemOneTwoThree;56.25
1031;preferenceItemOne;18.75
1032;preferenceItemOneTwoThree;30.77
1032;preferenceItemOne;15.38
1033;preferenceItemOneTwoThree;42.86
1033;preferenceItemOne;9.52
1034;preferenceItemOneTwoThree;50
1034;preferenceItemOne;15.38
1035;preferenceItemOneTwoThree;33.33
1035;preferenceItemOne;11.11
1036;preferenceItemOneTwoThree;37.04
1036;preferenceItemOne;7.41
1037;preferenceItemOneTwoThree;34.21
1037;preferenceItemOne;2.63
1038;preferenceItemOneTwoThree;31.82
1038;preferenceItemOne;27.27
1039;preferenceItemOneTwoThree;36
1039;preferenceItemOne;20
1040;preferenceItemOneTwoThree;38.78
1040;preferenceItemOne;12.24
1041;preferenceItemOneTwoThree;44.62
1041;preferenceItemOne;10.77
1042;preferenceItemOneTwoThree;28.26
1042;preferenceItemOne;15.22
1043;preferenceItemOneTwoThree;38.46
1043;preferenceItemOne;28.21
1044;preferenceItemOneTwoThree;38.98
1044;preferenceItemOne;15.25
1045;preferenceItemOneTwoThree;30.43
1045;preferenceItemOne;14.49
1046;preferenceItemOneTwoThree;41.86
1046;preferenceItemOne;18.6
1047;preferenceItemOneTwoThree;40
1047;preferenceItemOne;10
1048;preferenceItemOneTwoThree;43.24
1048;preferenceItemOne;21.62
1049;preferenceItemOneTwoThree;47.54
1049;preferenceItemOne;13.11
1050;preferenceItemOneTwoThree;36.59
1050;preferenceItemOne;24.39
1051;preferenceItemOneTwoThree;38.78
1051;preferenceItemOne;12.24
1052;preferenceItemOneTwoThree;46.43
1052;preferenceItemOne;12.5
1053;preferenceItemOneTwoThree;45.95
1053;preferenceItemOne;24.32
1054;preferenceItemOneTwoThree;46.51
1054;preferenceItemOne;16.28
1055;preferenceItemOneTwoThree;45.1
1055;preferenceItemOne;21.57
1056;preferenceItemOneTwoThree;30.88
1056;preferenceItemOne;5.88
1057;preferenceItemOneTwoThree;72.5
1057;preferenceItemOne;40
1058;preferenceItemOneTwoThree;31.11
1058;preferenceItemOne;6.67
1059;preferenceItemOneTwoThree;45.83
1059;preferenceItemOne;18.75
1060;preferenceItemOneTwoThree;50
1060;preferenceItemOne;25
1061;preferenceItemOneTwoThree;41.67
1061;preferenceItemOne;19.05
1062;preferenceItemOneTwoThree;54.05
1062;preferenceItemOne;27.03
1063;preferenceItemOneTwoThree;46.02
1063;preferenceItemOne;9.73
1064;preferenceItemOneTwoThree;64.52
1064;preferenceItemOne;35.48
1065;preferenceItemOneTwoThree;72
1065;preferenceItemOne;40
1066;preferenceItemOneTwoThree;61.29
1066;preferenceItemOne;16.13
1067;preferenceItemOneTwoThree;43.33
1067;preferenceItemOne;13.33
1068;preferenceItemOneTwoThree;32.79
1068;preferenceItemOne;11.48
1069;preferenceItemOneTwoThree;56.25
1069;preferenceItemOne;20.83
1070;preferenceItemOneTwoThree;47.37
1070;preferenceItemOne;31.58
1071;preferenceItemOneTwoThree;46.15
1071;preferenceItemOne;26.92
1072;preferenceItemOneTwoThree;48
1072;preferenceItemOne;36
1073;preferenceItemOneTwoThree;54.55
1073;preferenceItemOne;27.27
1074;preferenceItemOneTwoThree;50
1074;preferenceItemOne;15
1075;preferenceItemOneTwoThree;43.75
1075;preferenceItemOne;21.88
1076;preferenceItemOneTwoThree;37.5
1076;preferenceItemOne;16.67
1077;preferenceItemOneTwoThree;40
1077;preferenceItemOne;10
1078;preferenceItemOneTwoThree;30
1078;preferenceItemOne;17.5
1079;preferenceItemOneTwoThree;40
1079;preferenceItemOne;20
1080;preferenceItemOneTwoThree;57.14
1080;preferenceItemOne;28.57
1081;preferenceItemOneTwoThree;37.5
1081;preferenceItemOne;12.5
1082;preferenceItemOneTwoThree;40.48
1082;preferenceItemOne;9.52
1083;preferenceItemOneTwoThree;42.86
1083;preferenceItemOne;28.57
1084;preferenceItemOneTwoThree;42.42
1084;preferenceItemOne;21.21
1085;preferenceItemOneTwoThree;36.11
1085;preferenceItemOne;19.44
1086;preferenceItemOneTwoThree;47.83
1086;preferenceItemOne;13.04
1087;preferenceItemOneTwoThree;34.48
1087;preferenceItemOne;20.69
1088;preferenceItemOneTwoThree;44.44
1088;preferenceItemOne;11.11
1089;preferenceItemOneTwoThree;33.33
1089;preferenceItemOne;16.67
1090;preferenceItemOneTwoThree;29.85
1090;preferenceItemOne;11.94
1091;preferenceItemOneTwoThree;43.75
1091;preferenceItemOne;25
1092;preferenceItemOneTwoThree;66.67
1092;preferenceItemOne;37.5
1093;preferenceItemOneTwoThree;46
1093;preferenceItemOne;24
1094;preferenceItemOneTwoThree;32
1094;preferenceItemOne;16
1095;preferenceItemOneTwoThree;55
1095;preferenceItemOne;40
1096;preferenceItemOneTwoThree;26.09
1096;preferenceItemOne;6.52
1097;preferenceItemOneTwoThree;46.15
1097;preferenceItemOne;20.51
1098;preferenceItemOneTwoThree;47.37
1098;preferenceItemOne;21.05
1099;preferenceItemOneTwoThree;68.75
1099;preferenceItemOne;37.5
1100;preferenceItemOneTwoThree;50
1100;preferenceItemOne;9.09
1101;preferenceItemOneTwoThree;50
1101;preferenceItemOne;10
1102;preferenceItemOneTwoThree;52.94
1102;preferenceItemOne;23.53
1103;preferenceItemOneTwoThree;72.73
1103;preferenceItemOne;45.45
1104;preferenceItemOneTwoThree;40
1104;preferenceItemOne;28
1105;preferenceItemOneTwoThree;42.86
1105;preferenceItemOne;33.33
1106;preferenceItemOneTwoThree;78.57
1106;preferenceItemOne;42.86
1107;preferenceItemOneTwoThree;37.5
1107;preferenceItemOne;16.67
1108;preferenceItemOneTwoThree;64.71
1108;preferenceItemOne;29.41
1109;preferenceItemOneTwoThree;53.85
1109;preferenceItemOne;23.08
1110;preferenceItemOneTwoThree;47.06
1110;preferenceItemOne;17.65
1111;preferenceItemOneTwoThree;38.46
1111;preferenceItemOne;19.23
1112;preferenceItemOneTwoThree;54.55
1112;preferenceItemOne;20.45
1113;preferenceItemOneTwoThree;47.73
1113;preferenceItemOne;22.73
1114;preferenceItemOneTwoThree;52.5
1114;preferenceItemOne;22.5
1115;preferenceItemOneTwoThree;46.3
1115;preferenceItemOne;20.37
1116;preferenceItemOneTwoThree;65.22
1116;preferenceItemOne;21.74
1117;preferenceItemOneTwoThree;26.58
1117;preferenceItemOne;8.86
1118;preferenceItemOneTwoThree;41.46
1118;preferenceItemOne;26.83
1119;preferenceItemOneTwoThree;38.37
1119;preferenceItemOne;12.79
1120;preferenceItemOneTwoThree;43.48
1120;preferenceItemOne;26.09
1121;preferenceItemOneTwoThree;38.1
1121;preferenceItemOne;11.9
1122;preferenceItemOneTwoThree;34.78
1122;preferenceItemOne;7.61
1123;preferenceItemOneTwoThree;61.11
1123;preferenceItemOne;44.44
